Local Time (Timezone : GMT+8h),Chilled Water Rate (L/sec),Cooling Water Temperature (C),Building Load (RT),Chiller Energy Consumption (kWh),Outside Temperature (F),Dew Point (F),Humidity (%),Wind Speed (mph),Pressure (in),Hour,Month,DayOfWeek,Season,IntervalHours,Power_kW,Load_kW,COP
2019-08-24 10:30:00,104.4,33.5,609.4,142.3,86,73,66,9,29.86,10,8,5,2,0.5,284.6,2143.170122155206,7.5304642380717
2019-08-24 11:00:00,106.5,33.6,618.5,143.6,86,73,66,7,29.86,11,8,5,2,0.5,287.2,2175.173483020996,7.573723826674778
2019-08-24 11:30:00,110.2,33.8,625.7,143.8,88,73,62,7,29.86,11,8,5,2,0.5,287.6,2200.494823486237,7.65123373952099
2019-08-24 12:00:00,111.1,33.9,626.6,144.0,88,73,62,6,29.83,12,8,5,2,0.5,288.0,2203.659991044392,7.651597191126361
2019-08-24 12:30:00,111.3,34.0,625.0,144.2,88,73,62,9,29.83,12,8,5,2,0.5,288.4,2198.0330264965605,7.621473739585856
2019-08-24 13:00:00,110.3,33.8,624.7,144.0,90,70,52,8,29.8,13,8,5,2,0.5,288.0,2196.9779706438426,7.6283957314022315
2019-08-24 13:30:00,108.8,33.8,621.5,144.0,91,72,52,10,29.8,13,8,5,2,0.5,288.0,2185.7240415481797,7.589319588708957
2019-08-24 14:00:00,108.8,33.8,621.6,144.0,91,73,55,12,29.77,14,8,5,2,0.5,288.0,2186.075726832419,7.590540718168122
2019-08-24 14:30:00,108.2,32.3,667.7,185.8,90,73,59,12,29.77,14,8,5,2,0.5,371.6,2348.202642866806,6.319167499641566
2019-08-24 15:00:00,109.8,30.9,644.4,185.3,91,72,52,13,29.77,15,8,5,2,0.5,370.6,2266.2599716390137,6.11511055488131
2019-08-24 16:00:00,104.2,32.2,623.6,140.9,91,68,46,15,29.77,16,8,5,2,0.5,281.8,2193.1094325172085,7.782503309145523
2019-08-24 18:30:00,104.0,31.9,590.0,130.0,86,72,62,13,29.77,18,8,5,2,0.5,260.0,2074.943177012753,7.980550680818281
2019-08-24 19:00:00,101.1,31.7,571.9,125.8,84,73,70,14,29.8,19,8,5,2,0.5,251.6,2011.2881405654127,7.993991019735345
2019-08-25 00:30:00,83.0,29.4,425.8,99.0,82,75,79,7,29.83,0,8,6,2,0.5,198.0,1497.4759402915768,7.5630097994524075
2019-08-25 01:00:00,82.3,29.2,418.2,97.1,82,75,79,7,29.83,1,8,6,2,0.5,194.2,1470.7478586893785,7.573366934548808
2019-08-25 01:30:00,81.9,29.1,416.7,96.0,82,75,79,8,29.8,1,8,6,2,0.5,192.0,1465.4725794257868,7.632669684509306
2019-08-25 02:00:00,81.9,29.3,419.6,96.8,82,75,79,8,29.8,2,8,6,2,0.5,193.6,1475.671452668731,7.622269900148404
2019-08-25 02:30:00,82.0,29.5,425.4,99.0,82,75,79,8,29.8,2,8,6,2,0.5,198.0,1496.069199154619,7.555905046235449
2019-08-25 03:00:00,84.2,29.7,432.2,99.9,82,75,79,7,29.8,3,8,6,2,0.5,199.8,1519.9837984829014,7.60752651893344
2019-08-25 04:00:00,87.2,30.3,451.9,100.4,82,75,79,9,29.8,4,8,6,2,0.5,200.8,1589.2657994780732,7.914670316125862
2019-08-25 04:30:00,86.8,30.5,455.7,104.3,82,73,74,8,29.8,4,8,6,2,0.5,208.6,1602.6298402791722,7.68278926308328
2019-08-25 05:00:00,85.6,30.6,454.5,105.0,82,73,74,7,29.8,5,8,6,2,0.5,210.0,1598.4096168682988,7.611474366039518
2019-08-25 05:30:00,83.1,30.5,441.2,107.9,82,75,79,9,29.8,5,8,6,2,0.5,215.8,1551.635474064452,7.190155116146673
2019-08-25 06:00:00,82.9,30.3,440.7,105.4,82,75,79,8,29.8,6,8,6,2,0.5,210.8,1549.8770476432549,7.352357911021133
2019-08-25 06:30:00,83.0,30.2,444.2,105.0,82,75,79,7,29.8,6,8,6,2,0.5,210.0,1562.1860325916355,7.438981107579217
2019-08-25 07:00:00,86.4,30.3,464.2,105.3,82,75,79,8,29.83,7,8,6,2,0.5,210.6,1632.5230894395254,7.751771554793568
2019-08-25 08:30:00,95.0,32.1,562.7,124.5,84,75,74,8,29.86,8,8,6,2,0.5,249.0,1978.9330944153835,7.947522467531661
2019-08-25 09:00:00,97.2,32.4,577.7,129.7,84,75,74,8,29.86,9,8,6,2,0.5,259.4,2031.685887051301,7.832250913844646
2019-08-25 09:30:00,97.4,32.5,579.4,131.2,86,75,70,6,29.89,9,8,6,2,0.5,262.4,2037.6645368833715,7.765489850927484
2019-08-25 10:00:00,98.0,32.5,573.0,129.1,86,75,70,7,29.89,10,8,6,2,0.5,258.2,2015.1566786920466,7.8046346967159055
2019-08-25 10:30:00,100.5,33.1,609.0,141.2,86,75,70,6,29.86,10,8,6,2,0.5,282.4,2141.7633810182488,7.584147949781335
2019-08-25 11:00:00,99.6,33.0,595.8,137.7,88,75,66,7,29.86,11,8,6,2,0.5,275.4,2095.340923498641,7.6083548420429965
2019-08-25 11:30:00,98.8,32.9,588.8,134.4,88,75,66,9,29.83,11,8,6,2,0.5,268.8,2070.7229536018795,7.703582416673658
2019-08-25 12:00:00,99.1,32.9,590.9,135.7,88,75,66,9,29.83,12,8,6,2,0.5,271.4,2078.1083445709082,7.656994637328329
2019-08-25 12:30:00,99.7,32.6,589.9,132.8,90,73,59,9,29.8,12,8,6,2,0.5,265.6,2074.5914917285136,7.810961941748921
2019-08-25 13:00:00,99.4,32.5,587.7,132.6,88,75,66,7,29.8,13,8,6,2,0.5,265.2,2066.854415475246,7.793568685804095
2019-08-26 00:00:00,90.9,31.3,508.0,112.6,81,77,89,3,29.83,0,8,0,2,0.5,225.2,1786.5612439364045,7.933220443767338
2019-08-26 00:30:00,82.5,30.7,455.2,107.1,81,77,89,2,29.83,0,8,0,2,0.5,214.2,1600.8714138579749,7.4737227537720585
2019-08-26 01:00:00,83.3,30.7,457.6,109.0,81,77,89,1,29.83,1,8,0,2,0.5,218.0,1609.3118606797218,7.382164498530834
2019-08-26 01:30:00,83.4,30.6,456.5,105.9,81,77,89,2,29.83,1,8,0,2,0.5,211.8,1605.443322553088,7.579996801478224
2019-08-26 02:00:00,83.0,30.5,455.0,102.0,81,77,89,2,29.83,2,8,0,2,0.5,204.0,1600.1680432894962,7.843960996517138
2019-08-26 02:30:00,82.5,30.4,447.8,105.7,79,79,100,3,29.8,2,8,0,2,0.5,211.4,1574.8467028242558,7.4496059736246725
2019-08-26 03:00:00,83.9,30.3,447.6,104.4,79,77,94,2,29.8,3,8,0,2,0.5,208.8,1574.1433322557768,7.539000633408892
2019-08-26 04:00:00,86.5,30.4,458.2,101.9,79,77,94,1,29.8,4,8,0,2,0.5,203.8,1611.4219723851584,7.9068791579252125
2019-08-26 04:30:00,86.4,30.4,457.5,102.0,79,77,94,2,29.8,4,8,0,2,0.5,204.0,1608.9601753954823,7.887059683311188
2019-08-26 05:00:00,86.8,30.3,456.4,101.1,79,77,94,2,29.8,5,8,0,2,0.5,202.2,1605.0916372688482,7.938138661072444
2019-08-26 07:30:00,126.7,30.5,759.1,198.5,82,77,84,7,29.83,7,8,0,2,0.5,397.0,2669.642992661663,6.72454154322837
2019-08-26 08:00:00,121.3,30.4,708.4,188.3,82,79,89,7,29.86,8,8,0,2,0.5,376.6,2491.3385535522616,6.615344008370317
2019-08-26 08:30:00,115.0,30.2,677.4,181.1,82,77,84,9,29.86,8,8,0,2,0.5,362.2,2382.3161154380323,6.5773498493595595
2019-08-26 09:00:00,114.0,30.5,689.6,185.0,84,77,79,7,29.86,9,8,0,2,0.5,370.0,2425.2217201152453,6.554653297608771
2019-08-26 09:30:00,114.7,31.2,706.3,195.0,86,77,74,8,29.86,9,8,0,2,0.5,390.0,2483.953162583233,6.369110673290341
2019-08-26 10:00:00,115.6,31.4,717.2,200.2,86,77,74,10,29.86,10,8,0,2,0.5,400.4,2522.286858565333,6.299417728684649
2019-08-26 10:30:00,116.2,31.4,716.7,200.1,88,77,70,13,29.83,10,8,0,2,0.5,400.2,2520.528432144136,6.298171994363158
2019-08-26 11:00:00,116.0,31.3,712.5,198.5,88,75,66,12,29.83,11,8,0,2,0.5,397.0,2505.7576502060792,6.311732116388109
2019-08-26 11:30:00,116.6,31.4,716.5,199.8,88,75,66,9,29.83,11,8,0,2,0.5,399.6,2519.825061575657,6.305868522461604
2019-08-26 12:00:00,116.2,31.0,703.1,193.7,90,75,62,9,29.8,12,8,0,2,0.5,387.4,2472.699233487571,6.382806488093885
2019-08-26 12:30:00,114.5,30.6,676.1,184.1,90,73,59,9,29.8,12,8,0,2,0.5,368.2,2377.7442067429192,6.457751783658119
2019-08-26 13:00:00,115.4,30.8,687.8,187.3,91,73,55,10,29.77,13,8,0,2,0.5,374.6,2418.891384998935,6.4572647757579675
2019-08-26 13:30:00,117.9,31.8,725.8,206.0,90,75,62,10,29.77,13,8,0,2,0.5,412.0,2552.531793009926,6.195465517014383
2019-08-26 14:00:00,118.5,31.7,727.3,206.1,91,75,59,10,29.74,14,8,0,2,0.5,412.2,2557.8070722735174,6.2052573320560835
2019-08-26 14:30:00,118.4,32.4,728.2,212.9,90,75,62,10,29.74,14,8,0,2,0.5,425.8,2560.9722398316726,6.0144956313566755
2019-08-26 15:00:00,117.7,32.8,736.4,219.0,90,77,66,12,29.74,15,8,0,2,0.5,438.0,2589.8104331393074,5.912809208080611
2019-08-26 15:30:00,116.7,32.1,717.1,208.6,90,77,66,14,29.71,15,8,0,2,0.5,417.2,2521.9351732810937,6.044906934997828
2019-08-26 16:00:00,116.1,31.7,710.7,202.6,88,77,70,12,29.71,16,8,0,2,0.5,405.2,2499.4273150897693,6.168379356095186
2019-08-26 16:30:00,114.9,30.6,705.3,189.0,88,75,66,10,29.71,16,8,0,2,0.5,378.0,2480.4363097408386,6.562000819420208
2019-08-26 17:00:00,111.8,30.5,673.1,182.7,82,72,70,10,29.74,17,8,0,2,0.5,365.4,2367.193648215736,6.478362474591506
2019-08-26 17:30:00,111.5,31.0,688.0,190.2,79,72,78,8,29.77,17,8,0,2,0.5,380.4,2419.594755567414,6.360659189188786
2019-08-26 18:00:00,109.6,31.1,675.3,188.7,77,73,89,5,29.8,18,8,0,2,0.5,377.4,2374.9307244690035,6.292874203680455
2019-08-26 18:30:00,105.0,30.7,650.3,181.4,77,73,89,3,29.8,18,8,0,2,0.5,362.8,2287.009403409141,6.303774540819022
2019-08-26 19:00:00,85.3,30.3,553.7,127.4,77,73,89,2,29.8,19,8,0,2,0.5,254.8,1947.2814188338332,7.642391753664965
2019-08-26 20:00:00,85.6,29.9,469.0,104.1,77,73,89,8,29.83,20,8,0,2,0.5,208.2,1649.403983083019,7.922209332771466
2019-08-26 21:00:00,88.7,30.1,467.1,104.2,77,73,89,7,29.83,21,8,0,2,0.5,208.4,1642.7219626824697,7.882543007113578
2019-08-26 21:30:00,88.8,30.3,477.6,105.0,79,73,83,3,29.83,21,8,0,2,0.5,210.0,1679.6489175276117,7.998328178702913
2019-08-26 23:00:00,89.4,30.1,460.2,104.3,79,73,83,3,29.86,23,8,0,2,0.5,208.6,1618.4556780699475,7.758656174831963
2019-08-26 23:30:00,89.7,30.0,457.5,102.4,79,73,83,2,29.86,23,8,0,2,0.5,204.8,1608.9601753954823,7.856250856423253
2019-08-27 00:00:00,85.5,29.8,439.5,99.7,79,73,83,2,29.83,0,8,1,2,0.5,199.4,1545.6568242323815,7.751538737374029
2019-08-27 00:30:00,81.7,29.2,404.6,91.7,79,75,89,2,29.83,0,8,1,2,0.5,183.4,1422.9186600328135,7.758553217190913
2019-08-27 01:00:00,81.3,29.1,400.0,91.0,79,75,89,2,29.8,1,8,1,2,0.5,182.0,1406.7411369577987,7.729346906361531
2019-08-27 01:30:00,80.4,29.0,396.9,90.0,79,75,89,3,29.8,1,8,1,2,0.5,180.0,1395.8388931463758,7.7546605174798655
2019-08-27 02:00:00,80.4,29.1,398.8,90.1,79,77,94,2,29.8,2,8,1,2,0.5,180.2,1402.5209135469254,7.783134925343648
2019-08-27 02:30:00,81.2,29.3,401.2,91.5,79,75,89,1,29.77,2,8,1,2,0.5,183.0,1410.961360368672,7.71017136813482
2019-08-27 03:00:00,82.7,29.5,415.2,94.7,79,75,89,1,29.77,3,8,1,2,0.5,189.4,1460.197300162195,7.70959503781518
2019-08-27 03:30:00,86.6,29.9,436.7,99.8,79,75,89,1,29.77,3,8,1,2,0.5,199.6,1535.8096362736767,7.694437055479343
2019-08-27 04:00:00,86.5,29.8,428.0,98.4,79,75,89,2,29.77,4,8,1,2,0.5,196.8,1505.2130165448448,7.648440124719739
2019-08-27 04:30:00,85.5,29.6,418.1,95.8,79,73,83,2,29.77,4,8,1,2,0.5,191.6,1470.3961734051393,7.6743015313420635
2019-08-27 05:00:00,86.6,29.9,443.7,99.0,79,77,94,3,29.8,5,8,1,2,0.5,198.0,1560.4276061704381,7.880947505911304
2019-08-27 05:30:00,85.4,30.6,466.9,110.0,79,77,94,3,29.8,5,8,1,2,0.5,220.0,1642.0185921139905,7.4637208732454114
2019-08-27 06:00:00,85.8,30.6,450.6,107.8,79,77,94,2,29.8,6,8,1,2,0.5,215.6,1584.6938907829604,7.350157192870874
2019-08-27 06:30:00,87.2,30.5,445.3,104.6,79,77,94,3,29.8,6,8,1,2,0.5,209.2,1566.0545707182696,7.485920510125572
2019-08-27 07:30:00,112.2,31.2,698.6,190.6,81,77,89,2,29.83,7,8,1,2,0.5,381.2,2456.873395696796,6.445103346528845
2019-08-27 08:00:00,98.5,30.9,588.8,148.6,81,77,89,3,29.83,8,8,1,2,0.5,297.2,2070.7229536018795,6.9674392786065935
2019-08-27 08:30:00,111.2,31.2,728.1,197.6,81,77,89,2,29.86,8,8,1,2,0.5,395.2,2560.620554547433,6.479303022640266
2019-08-27 09:00:00,89.6,31.1,573.2,134.6,81,77,89,3,29.86,9,8,1,2,0.5,269.2,2015.8600492605258,7.488335992795416
2019-08-27 09:30:00,112.8,31.2,744.9,201.9,82,77,84,5,29.86,9,8,1,2,0.5,403.8,2619.7036822996606,6.487626751608867
2019-08-27 10:00:00,111.2,30.9,679.0,187.2,82,77,84,2,29.86,10,8,1,2,0.5,374.4,2387.9430799858633,6.37805309825284
2019-08-27 11:00:00,75.2,25.8,55.1,18.0,82,75,79,7,29.86,11,8,1,2,1.0,36.0,193.7785916159368,5.382738655998244
2019-08-27 11:30:00,79.7,28.6,448.6,102.0,79,75,89,6,29.86,11,8,1,2,0.5,204.0,1577.6601850981715,7.73362835832437
2019-08-27 12:00:00,114.9,30.4,686.0,173.4,81,77,89,6,29.83,12,8,1,2,0.5,346.8,2412.561049882625,6.956635091933751
2019-08-27 12:30:00,112.3,30.1,672.3,176.1,81,75,84,8,29.83,12,8,1,2,0.5,352.2,2364.38016594182,6.713174803923396
2019-08-27 13:00:00,110.4,29.9,656.3,172.9,82,75,79,8,29.8,13,8,1,2,0.5,345.8,2308.1105204635082,6.674697861375096
2019-08-27 13:30:00,111.2,29.9,638.2,167.7,86,73,66,5,29.77,13,8,1,2,0.5,335.4,2244.455484016168,6.691876815790603
2019-08-27 14:00:00,113.2,30.0,632.6,165.3,84,73,70,9,29.77,14,8,1,2,0.5,330.6,2224.761108098759,6.7294649367778545
2019-08-27 14:30:00,103.6,29.7,588.2,138.6,84,75,74,9,29.77,14,8,1,2,0.5,277.2,2068.612841896443,7.4625282896697085
2019-08-27 15:00:00,101.6,30.7,638.0,151.6,84,75,74,9,29.74,15,8,1,2,0.5,303.2,2243.752113447689,7.400237841186311
2019-08-27 15:30:00,117.9,30.2,675.3,168.7,82,73,74,8,29.74,15,8,1,2,0.5,337.4,2374.9307244690035,7.038917381354486
2019-08-27 16:00:00,95.2,30.7,585.5,134.5,84,72,66,5,29.74,16,8,1,2,0.5,269.0,2059.117339221978,7.654711298222966
2019-08-27 16:30:00,119.5,31.0,753.7,200.2,82,73,74,6,29.74,16,8,1,2,0.5,400.4,2650.6519873127327,6.620009958323508
2019-08-27 17:30:00,118.8,30.9,729.1,191.4,82,75,79,8,29.74,17,8,1,2,0.5,382.8,2564.137407389828,6.698373582523061
2019-08-27 18:00:00,115.6,30.6,654.3,174.2,81,75,84,7,29.74,18,8,1,2,0.5,348.4,2301.0768147787194,6.604698090639264
2019-08-27 18:30:00,112.9,30.6,645.2,173.0,81,75,84,6,29.77,18,8,1,2,0.5,346.0,2269.0734539129294,6.558015762754131
2019-08-27 19:00:00,81.6,31.7,551.3,124.1,81,75,84,6,29.77,19,8,1,2,0.5,248.2,1938.840972012086,7.811607461773111
2019-08-27 19:30:00,90.4,30.3,552.8,144.2,81,75,84,1,29.8,19,8,1,2,0.5,288.4,1944.1162512756778,6.741041093188897
2019-08-28 07:30:00,113.7,29.6,658.9,169.2,79,75,89,2,29.83,7,8,2,2,0.5,338.4,2317.254337853734,6.8476783033502775
2019-08-28 09:30:00,97.5,29.8,538.2,124.3,81,72,74,5,29.86,9,8,2,2,0.5,248.6,1892.7701997767183,7.613717617766365
2019-08-28 10:00:00,97.7,29.1,614.3,149.8,81,72,74,3,29.86,10,8,2,2,0.5,299.6,2160.402701082939,7.210956946204736
2019-08-28 17:00:00,107.6,31.9,578.7,143.4,82,75,79,6,29.77,17,8,2,2,0.5,286.8,2035.2027398936955,7.096243862948729
2019-08-28 17:30:00,113.8,31.3,724.1,193.4,82,75,79,6,29.8,17,8,2,2,0.5,386.8,2546.5531431778554,6.5836430795704635
2019-08-28 18:30:00,109.2,31.1,666.8,181.5,82,75,79,6,29.8,18,8,2,2,0.5,363.0,2345.0374753086503,6.4601583341836095
2019-08-28 21:30:00,93.7,31.6,498.4,116.5,81,75,84,9,29.83,21,8,2,2,0.5,233.0,1752.7994566494172,7.52274444913913
2019-08-28 22:00:00,94.6,31.6,501.9,114.8,81,75,84,9,29.83,22,8,2,2,0.5,229.6,1765.108441597798,7.687754536575776
2019-08-28 22:30:00,95.7,31.4,493.5,113.1,81,75,84,9,29.86,22,8,2,2,0.5,226.2,1735.5668777216842,7.6727094505821585
2019-08-28 23:00:00,94.8,31.4,485.5,114.4,81,75,84,8,29.86,23,8,2,2,0.5,228.8,1707.4320549825281,7.4625526878607
2019-08-28 23:30:00,95.1,31.1,478.7,111.6,81,75,84,8,29.86,23,8,2,2,0.5,223.2,1683.5174556542456,7.542640930350563
2019-08-29 00:00:00,91.3,30.7,451.7,105.7,81,75,84,8,29.86,0,8,3,2,0.5,211.4,1588.5624289095942,7.514486418683038
2019-08-29 00:30:00,86.9,30.7,431.9,102.2,81,75,84,7,29.86,0,8,3,2,0.5,204.4,1518.928742630183,7.431158232045905
2019-08-29 01:00:00,86.9,30.9,439.5,105.0,81,75,84,5,29.83,1,8,3,2,0.5,210.0,1545.6568242323815,7.360270591582769
2019-08-29 01:30:00,87.3,30.8,437.5,105.0,81,75,84,3,29.86,1,8,3,2,0.5,210.0,1538.6231185475924,7.326776754988535
2019-08-29 02:00:00,86.7,30.8,430.7,104.3,81,75,84,6,29.83,2,8,3,2,0.5,208.6,1514.70851921931,7.261306420035043
2019-08-29 02:30:00,86.9,30.8,435.2,104.5,81,75,84,3,29.83,2,8,3,2,0.5,209.0,1530.534357010085,7.323130894785096
2019-08-29 03:00:00,89.2,31.0,443.9,106.6,81,75,84,7,29.8,3,8,3,2,0.5,213.2,1561.130976738917,7.322377939675972
2019-08-29 03:30:00,91.3,30.9,447.6,106.8,81,75,84,5,29.8,3,8,3,2,0.5,213.6,1574.1433322557768,7.369584888837907
2019-08-29 04:00:00,89.7,29.6,409.9,94.2,81,77,89,5,29.8,4,8,3,2,0.5,188.4,1441.5579800975042,7.651581635337071
2019-08-29 04:30:00,88.1,29.0,395.1,88.8,81,77,89,3,29.8,4,8,3,2,0.5,177.6,1389.5085580300658,7.823809448367488
2019-08-29 05:00:00,88.4,29.1,397.3,89.9,81,77,89,3,29.8,5,8,3,2,0.5,179.8,1397.2456342833336,7.771110313033001
2019-08-29 05:30:00,89.8,29.8,428.3,96.5,81,75,84,5,29.8,5,8,3,2,0.5,193.0,1506.2680723975632,7.804497784443332
2019-08-29 06:00:00,90.3,30.4,440.5,102.6,81,77,89,6,29.8,6,8,3,2,0.5,205.2,1549.173677074776,7.549579322976491
2019-08-29 06:30:00,90.0,30.8,448.5,106.1,81,75,84,7,29.8,6,8,3,2,0.5,212.2,1577.3084998139318,7.433122053788558
2019-08-29 07:00:00,94.3,31.2,502.9,112.8,81,77,89,9,29.8,7,8,3,2,0.5,225.6,1768.6252944401924,7.839651127837732
2019-08-29 07:30:00,117.4,31.2,661.2,183.7,82,77,84,10,29.83,7,8,3,2,0.5,367.4,2325.3430993912416,6.3291864436343
2019-08-29 08:00:00,118.1,31.1,649.3,175.2,82,75,79,9,29.83,8,8,3,2,0.5,350.4,2283.4925505667466,6.516816639745282
2019-08-29 08:30:00,113.6,31.1,654.1,177.5,84,75,74,10,29.83,8,8,3,2,0.5,355.0,2300.3734442102405,6.479925194958424
2019-08-29 09:00:00,101.9,31.1,593.9,154.4,84,75,74,10,29.86,9,8,3,2,0.5,308.8,2088.6589030980917,6.763791784644079
2019-08-29 09:30:00,96.9,32.5,656.9,172.2,84,75,74,9,29.83,9,8,3,2,0.5,344.4,2310.220632168945,6.707957700838981
2019-08-29 10:00:00,113.8,31.9,672.5,189.7,86,75,70,10,29.86,10,8,3,2,0.5,379.4,2365.0835365102994,6.233746801555877
2019-08-29 10:30:00,113.6,31.8,675.2,188.6,88,75,66,9,29.83,10,8,3,2,0.5,377.2,2374.5790391847645,6.295278470797361
2019-08-29 11:00:00,113.6,31.7,660.7,185.4,88,73,62,10,29.83,11,8,3,2,0.5,370.8,2323.5846729700443,6.26640958190411
2019-08-29 11:30:00,113.9,32.0,681.1,191.3,88,73,62,13,29.83,11,8,3,2,0.5,382.6,2395.328470954892,6.2606598822657915
2019-08-29 12:00:00,113.1,32.1,671.9,191.7,90,75,62,13,29.8,12,8,3,2,0.5,383.4,2362.9734248048626,6.163206637467039
2019-08-29 12:30:00,114.0,32.4,685.8,197.1,90,73,59,14,29.8,12,8,3,2,0.5,394.2,2411.857679314146,6.118360424439741
2019-08-29 13:00:00,114.4,32.1,677.9,193.0,88,73,62,10,29.77,13,8,3,2,0.5,386.0,2384.074541859229,6.176358916733754
2019-08-29 13:30:00,113.8,32.2,704.1,202.1,90,75,62,10,29.77,13,8,3,2,0.5,404.2,2476.2160863299655,6.126214958757956
2019-08-29 14:00:00,113.6,31.3,676.5,186.1,90,75,62,12,29.74,14,8,3,2,0.5,372.2,2379.150947879877,6.392130434927128
2019-08-29 14:30:00,115.7,31.7,690.8,190.3,90,75,62,13,29.74,14,8,3,2,0.5,380.6,2429.4419435261184,6.383189552091745
2019-08-29 15:00:00,116.2,31.9,713.3,196.4,90,75,62,13,29.71,15,8,3,2,0.5,392.8,2508.5711324799945,6.386382720162919
2019-08-29 15:30:00,116.3,31.8,702.9,193.5,88,75,66,7,29.71,15,8,3,2,0.5,387.0,2471.995862919092,6.387586209093261
2019-08-29 16:00:00,116.3,31.5,699.1,188.4,86,77,74,15,29.71,16,8,3,2,0.5,376.8,2458.6318221179927,6.525031375047751
2019-08-29 16:30:00,115.9,31.0,676.7,179.6,86,77,74,14,29.71,16,8,3,2,0.5,359.2,2379.854318448356,6.625429617061125
2019-08-29 17:00:00,115.3,30.8,675.2,178.4,86,77,74,14,29.71,17,8,3,2,0.5,356.8,2374.5790391847645,6.655210311616492
2019-08-29 17:30:00,114.4,30.6,657.7,172.8,86,77,74,14,29.71,17,8,3,2,0.5,345.6,2313.0341144428608,6.6928070441055
2019-08-29 18:00:00,111.9,31.3,645.4,176.5,86,77,74,14,29.74,18,8,3,2,0.5,353.0,2269.7768244814083,6.429962675584726
2019-08-29 18:30:00,90.4,31.7,593.4,137.2,84,75,74,12,29.74,18,8,3,2,0.5,274.4,2086.9004766768944,7.605322436869149
2019-08-29 19:00:00,108.3,32.1,698.7,192.7,84,77,79,10,29.74,19,8,3,2,0.5,385.4,2457.2250809810353,6.375778622161483
2019-08-30 00:30:00,88.2,31.1,448.2,107.4,82,77,84,9,29.8,0,8,4,2,0.5,214.8,1576.2534439612134,7.33823763482874
2019-08-30 01:00:00,87.8,31.0,448.4,106.2,82,77,84,8,29.8,1,8,4,2,0.5,212.4,1576.9568145296923,7.424467111721715
2019-08-30 01:30:00,87.3,30.9,446.6,105.0,82,77,84,5,29.8,1,8,4,2,0.5,210.0,1570.6264794133824,7.479173711492297
2019-08-30 02:00:00,87.6,31.0,447.4,105.1,82,77,84,5,29.77,2,8,4,2,0.5,210.2,1573.439961687298,7.485442253507602
2019-08-30 02:30:00,87.3,31.0,444.2,105.1,82,77,84,6,29.77,2,8,4,2,0.5,210.2,1562.1860325916355,7.4319031046224335
2019-08-30 03:00:00,89.4,31.2,455.5,106.4,82,77,84,9,29.74,3,8,4,2,0.5,212.8,1601.9264697106933,7.527849951647994
2019-08-30 03:30:00,92.2,31.4,471.1,103.8,82,77,84,10,29.74,3,8,4,2,0.5,207.6,1656.7893740520476,7.980680992543582
2019-08-30 04:30:00,91.8,31.3,459.3,104.4,82,77,84,8,29.77,4,8,4,2,0.5,208.8,1615.2905105117925,7.7360656633706535
2019-08-30 05:00:00,91.7,31.3,458.1,102.7,81,77,89,3,29.77,5,8,4,2,0.5,205.4,1611.0702871009191,7.843574912857444
2019-08-30 06:30:00,92.9,32.0,492.6,109.3,82,75,79,7,29.77,6,8,4,2,0.5,218.6,1732.4017101635293,7.924984950427856
2019-08-30 07:30:00,119.6,31.0,700.1,183.2,82,73,74,5,29.83,7,8,4,2,0.5,366.4,2462.1486749603873,6.71983808668228
2019-08-30 08:00:00,114.4,30.2,643.7,165.1,81,75,84,5,29.83,8,8,4,2,0.5,330.2,2263.798174649338,6.8558394144437855
2019-08-30 08:30:00,110.4,30.7,651.5,172.1,84,77,79,3,29.83,8,8,4,2,0.5,344.2,2291.229626820015,6.6566810773388
2019-08-30 09:00:00,108.3,30.9,650.6,175.8,84,77,79,9,29.83,9,8,4,2,0.5,351.6,2288.0644592618596,6.50757809801439
2019-08-30 09:30:00,110.4,30.8,635.8,171.0,84,75,74,15,29.83,9,8,4,2,0.5,342.0,2236.015037194421,6.538055664311172
2019-08-30 10:00:00,86.7,31.6,561.2,125.5,84,75,74,16,29.83,10,8,4,2,0.5,251.0,1973.6578151517917,7.863178546421481
2019-08-30 10:30:00,116.3,31.3,729.1,191.2,86,75,70,15,29.8,10,8,4,2,0.5,382.4,2564.137407389828,6.7053802494503865
2019-08-30 11:00:00,114.1,30.7,659.9,174.4,86,73,66,14,29.8,11,8,4,2,0.5,348.8,2320.7711906961285,6.653587129289359
2019-08-30 11:30:00,113.1,30.8,652.6,174.9,86,75,70,14,29.8,11,8,4,2,0.5,349.8,2295.098164946649,6.561172569887503
2019-08-30 12:00:00,113.6,30.9,642.7,173.8,86,73,66,14,29.77,12,8,4,2,0.5,347.6,2260.281321806943,6.502535448236315
2019-08-30 12:30:00,113.0,30.8,648.9,174.0,86,70,58,13,29.77,12,8,4,2,0.5,348.0,2282.085809429789,6.5577178431890495
2019-08-30 13:00:00,90.7,31.6,596.2,141.2,88,72,58,15,29.77,13,8,4,2,0.5,282.4,2096.747664635599,7.424743854941924
2019-08-30 13:30:00,114.5,31.4,692.7,189.2,88,70,55,15,29.74,13,8,4,2,0.5,378.4,2436.1239639266682,6.437959735535593
2019-08-30 14:00:00,94.4,30.9,579.9,134.0,88,72,58,14,29.71,14,8,4,2,0.5,268.0,2039.4229633045686,7.609787176509585
2019-08-30 14:30:00,102.5,31.7,683.6,159.8,88,72,58,12,29.71,14,8,4,2,0.5,319.6,2404.1206030608782,7.522279734233035
